Video Page URL,Video Create Time,Video Category Type,Upload Hour,Upload Day,Video Duration,Video View Count,Video Like Count,Video Comment Count,Video Share Count,Author Username,Author Nickname,Author Bio,Author Verified,Video Description,Music Title,Music Author
https://www.tiktok.com/@redbullgermany/video/7521389282343374102,2025-06-29 15:11:53,112,15,Sunday,55.0,308900000.0,11000000.0,89400.0,1500000.0,redbullgermany,red bull germany,"sei kein npc, klick auf folgen!",True,trockene klamotten - overrated  #redbull #verleihtflgel #energydrink #redbullsattelfest #bike #tandem #dsseldorf #medienhafen,originalton,red bull germany
https://www.tiktok.com/@herexnyeni123/video/7520611626626714885,2025-06-27 12:54:11,115,12,Friday,7.0,31500000.0,2300000.0,28400.0,1000000.0,herexnyeni123,std,follow tak folbek,False,melu trend,suara asli - std,std
https://www.tiktok.com/@adamalhidayat/video/7522746747098057992,2025-07-03 06:59:33,120,6,Thursday,102.0,87600000.0,2100000.0,10200.0,24100.0,adamalhidayat,adamalhdyt,"22 tahun
youtube : adam hidayat (10jt subscriber)
instagram : adamalhdyt_2",False,kerjasama yg sangat baik#sipdam,woah (feat. d3mstreet),unknown
https://www.tiktok.com/@akuanhylupk/video/7522029767382650119,2025-07-01 08:37:18,106,8,Tuesday,16.0,39700000.0,6200000.0,100000.0,330700.0,akuanhylupk,nadiashayla,aku dan bapak tidak akan pernah menerima donasi dalam bentuk apapun,False,"dirayakan kecil-kecilan oleh bapakku  kata bapak , ibu juga pasti ikut senang diatas , bapak mau belikan aku hadiah tas baru karena aku ulang tahun dan naik kelas 2 sma alhamdulillah bapak dapet rezeki bsu  i love u bapak  #bapak #sayang #fyp #lewatberanda #iloveu",semua aku dirayakan,unknown
https://www.tiktok.com/@movietop23/video/7520199205688937730,2025-06-29 05:00:00,105,5,Sunday,23.0,76200000.0,7100000.0,45600.0,911300.0,movietop23,real farmer,i am a farmer and i love farming!,False,missing_description,original sound - real farmer,real farmer
https://www.tiktok.com/@gugun.gunawan_28/video/7520874648091888901,2025-06-28 05:54:55,120,5,Saturday,14.0,31500000.0,1500000.0,34200.0,384700.0,gugun.gunawan_28,gugun gunawan,"endors > dm
sketsa sunda
 video ngakak
fb",False,ongkekna kapaksa #ngakak #fyp,suara asli - gugun gunawan,gugun gunawan
https://www.tiktok.com/@haleyley_17/video/7514345231353924882,2025-06-10 15:37:21,104,15,Tuesday,8.0,28700000.0,3000000.0,8967.0,948000.0,haleyley_17,haley,heart nyo rin iba kong vid,False,#fyp #fypage,jet2 advert,a7-bbh | man
https://www.tiktok.com/@najir_tajir2/video/7505957352324074758,2025-05-19 01:08:09,105,1,Monday,26.0,8300000.0,81700.0,1688.0,3710.0,najir_tajir2,najir tajir2,"follow sosial media yang lain gays!
ig : najir_tajir
fb : najir ari sahputra",False,keren! #fyppppppppppppppppppppppp,suara asli - najir tajir2,najir tajir2
https://www.tiktok.com/@t.septiawan/video/7501646067386125623,2025-05-07 10:18:08,104,10,Wednesday,17.0,2100000.0,67800.0,83.0,1528.0,t.septiawan,t.septiawan,"@ 
konten hiburan
konten pasutri
 business inq 0878.8252.6780",False,seketika bingung #pareja #parejas #relatable #relationship #husbandwife #husbandwifecomedy #couplecomedy #couples #trending #comedyvideo #comediahumor #viral #feed #suamiistri,suara asli - t.septiawan,t.septiawan
https://www.tiktok.com/@dr.brandonkent/video/7508802391391702278,2025-05-26 17:08:21,100,17,Monday,51.0,10500000.0,192500.0,403.0,3742.0,dr.brandonkent,brandonkentsky,not available,False,siapakah pria itu?#dokterbrando #prabowo #mpl #mplid #horor #fyp,suara asli - dr brandonkent,brandonkentsky
https://www.tiktok.com/@mulsannee/video/7518598926304316728,2025-06-22 02:43:51,111,2,Sunday,7.0,3400000.0,118200.0,1805.0,10000.0,mulsannee,mulsanne,https://www.instagram.com/reel/dfxrokhsfzq/?igsh=mtntbgc4mhi2cwu1nq==,False,mencret dah ini,suara asli - ndoro ayu yaya,yayaaaaaaaaaaaaaw
https://www.tiktok.com/@mulutnetizzen/video/7520150729055669560,2025-06-26 07:05:47,114,7,Thursday,122.0,3600000.0,54700.0,3804.0,55200.0,mulutnetizzen,mulut netizen,"akun istirahat sementara
konten & live pindah ke akun
mulut netizen 2  follow",False,ratusan warga nganjuk jawa timur kena tipu usai diiming-imingi dapat makan bergizi gratis dengan ktp dan foto diri #nganjuk24jam #jatim #mbg #tipu,suara asli - mulut netizen,mulut netizen
https://www.tiktok.com/@facelesstory22/video/7498498298945228050,2025-04-28 22:43:13,103,22,Monday,98.0,13100000.0,235800.0,1669.0,2832.0,facelesstory22,faceless story,random,False,idealis kalah core @idealis92 #idealis92 #core #fyp,qkthr,aphex twin
https://www.tiktok.com/@xinxincute21_2/video/7523589050788351237,2025-07-05 13:28:07,101,13,Saturday,53.0,5100000.0,808000.0,9685.0,133400.0,xinxincute21_2,xinxincute21_2,"don't repost and crop my wm
sec acc : @ 
order apk prem",False,ending yg diharapkan penonton #squidgamenetflix #squidgame #squidgameedit #squidgame3 #kdrama #foryou,suara asli,dims
https://www.tiktok.com/@l0nly.hra/video/7505343171476458757,2025-05-17 09:24:51,105,9,Saturday,6.0,50600000.0,2700000.0,5172.0,190400.0,l0nly.hra,f,"apa?
https://youtu.be/13viac3j3io?si=3ellnv-edcssz4wo (drama)",False,#tugasdrama #fyp #fyppppppppppppppppppppppp #tugassekolah #dramapendek,iris,goo goo dolls
https://www.tiktok.com/@kiko.mlbb/video/7518658911537253638,2025-06-22 06:36:44,103,6,Sunday,65.0,5500000.0,367100.0,2122.0,4997.0,kiko.mlbb,nona muda,"benedetta main 
@nona muda 2 
part of lux gaming
@duke ryuumi  
mabar",False,gapapa cobain aja #mlbb,suara asli - nona muda,nona muda
https://www.tiktok.com/@megalodoonn_/video/7516789508495478024,2025-06-17 05:42:25,108,5,Tuesday,141.0,4300000.0,54900.0,1212.0,1246.0,megalodoonn_,megalodon,"hii i'm here 

endorsement/pp :  +6285772173691",False,kemarin rumahku sekarang kamarku yang di rampas.. @irwansyah @tinananana @bumala  #rambutkuat  #dramamertuamenantu  #mertuasokkuasa  #dramatiktok  #rambutmaksimal  #shampoo  #ipartoxic  #ceritasamamertua  #kesabaranmenantu,sahabat dulu - from layangan putus,prinsa mandagie
https://www.tiktok.com/@fasyaakrn/video/7502796408546757894,2025-05-10 12:42:03,120,12,Saturday,108.0,16700000.0,637400.0,3594.0,12500.0,fasyaakrn,fasyaakrn,"business inquiries or brand campaign
+62 813-8392-4414 (alma)",False,apa kabar yg nekat solo pas lagi haid?? #fakesituation,suara asli -,unknown
https://www.tiktok.com/@mejaputihchannell/video/7522888701601385733,2025-07-03 16:10:24,100,16,Thursday,111.0,10000000.0,296000.0,1232.0,4227.0,mejaputihchannell,meja putih,not available,False,"abu nawas mengatasi 2 ibu berebut bayi | kisah abu nawas dikisahkan dalam buku 1001 malam dalam sebuah sidang di pengadilan, dua orang wanita datang dan saling memperebutkan seorang bayi. keduanya bersikukuh bahwa merekalah ibu kandung dari bayi itu. sang hakim kebingungan karena keduanya sama-sama memiliki bukti dan alasan yang kuat. merasa tidak mampu memutuskan perkara tersebut, hakim meminta bantuan raja harun al rasyid. namun, raja pun tak mampu membedakan siapa yang berkata jujur. akhirnya, raja memanggil abu nawas, sosok cerdik dan bijaksana yang terkenal karena kecerdasannya dalam menyelesaikan masalah rumit. setelah mendengarkan seluruh permasalahan, abu nawas menunda keputusan hingga keesokan harinya. keesokan harinya, abu nawas datang ke pengadilan membawa algojo dan memerintahkan agar bayi diletakkan di atas meja. ia menyatakan bahwa karena tidak ada jalan keluar, bayi itu akan dibelah dua agar kedua wanita mendapatkan bagian yang adil. sontak, wanita pertama menyetujui rencana itu tanpa ragu, sedangkan wanita kedua menangis histeris dan memohon agar bayi diserahkan saja kepada wanita lain, asal sang bayi selamat. dari reaksi ini, abu nawas menemukan kebenaran. ia menyimpulkan bahwa wanita kedua adalah ibu kandung yang sejati, karena hanya seorang ibu yang rela kehilangan anaknya demi keselamatannya. bayi pun diserahkan kepada wanita kedua, sementara wanita pertama dihukum atas kebohongannya. perkara pun selesai dengan adil dan bijak.",suara asli - meja putih,meja putih
https://www.tiktok.com/@rizala1412/video/7520165041413295365,2025-06-26 08:01:15,112,8,Thursday,15.0,11000000.0,833000.0,28200.0,175900.0,rizala1412,rizala,"ig : rizalabi_
@rizala1412dua",False,missing_description,suara asli -,unknown
https://www.tiktok.com/@syecherry5/video/7503747726371343671,2025-05-13 02:13:45,114,2,Tuesday,12.0,12300000.0,264500.0,486.0,1769.0,syecherry5,heycherry,"konten random 
bali",False,missing_description,quiet night,charisma queen
https://www.tiktok.com/@timo.thoughts/video/7520974141726428422,2025-06-28 12:20:56,120,12,Saturday,57.0,1100000.0,72300.0,323.0,3175.0,timo.thoughts,timothoughts.,not available,False,perbedaan mental orang kaya vs miskin. #timothyronald #mindset,surat cinta untuk starla,all
https://www.tiktok.com/@pilot_mejaaa/video/7520601041461677368,2025-06-27 12:13:07,115,12,Friday,14.0,578.0,46.0,3.0,1.0,pilot_mejaaa,pilotmeja,ivaoid:738936,False,ivao core:  #fyp #fyp #aviation #aviationlovers #aviationdaily #flight,sonido original,fernanda rg
https://www.tiktok.com/@syzeplk/video/7519441814751939896,2025-06-24 09:14:46,120,9,Tuesday,16.0,51500.0,2916.0,384.0,54.0,syzeplk,syzee,not available,False,langsung aja pak ap rrq forsaken hehehe(ngarep doang) #jokes #rrq #rrqvalorant #vct #trending #forsaken #fyppppppppppppppppppppppp #fyp #capcut,suara asli - syzee,syzee
https://www.tiktok.com/@geraldvincentt/video/7523829774658178312,2025-07-06 05:02:15,116,5,Sunday,80.0,520200.0,51400.0,1010.0,881.0,geraldvincentt,gerald vincent,"welcome to my biasa aja account 
ig : @geraldvincentt
menarik nih",True,warga malaysia heran indonesia punya banyak singkatan?,original sound - gerald vincent,gerald vincent
https://www.tiktok.com/@candeitx/video/7501535396698819895,2025-05-07 03:08:40,115,3,Wednesday,8.0,1800000.0,262800.0,1127.0,27600.0,candeitx,candeitx,morningperson,False,info sarapann #jaksel,original sound - gabut woi,gabut woi
https://www.tiktok.com/@gamezygo.com/video/7518025038633782584,2025-06-20 13:36:55,103,13,Friday,51.0,111600.0,4497.0,88.0,1009.0,gamezygo.com,gamezygo.com | ori low price,"100% original steam, garansi lifetime, full dlc.
wa 083897352189 / klik disini",False,buruan sebelum kelewatan diskon summer sale fc25 lagi diskon di harga terendah nih wkwkw #fc25 #ittakestwo #summersale #steam #gta5 #fyp #gamezygo #pcgamer,cute,aurel surya lie
https://www.tiktok.com/@warga.jakbar/video/7521318915314634002,2025-06-29 10:38:48,114,10,Sunday,88.0,2400000.0,70600.0,1411.0,3195.0,warga.jakbar,info warga jakbar,"informasi warga jakarta barat
share info melalui tag atau mention kami",False,"dua pengendara mobil terlibat aksi kejar-kejaran di jalan panjang kebon jeruk jakarta barat kronologi dari salah satu pengendara: gw owner dari mobil tersebut, gw bakal ceritain kronologinya full sampe paham supaya orang orang gak nuduh"".  gw lagi puter balik di daerah patal sebelum flyover, gw posisi disana gak dikasih jalan, yaudah gw dim sekali. tiba"" fortunernya berhenti depan gw dan dia langsung ngomong kata kasar, dan dia juga bawa bawa interpol.  sekarang gini aja, interpol sama saya apa hubunganya. interpol kan buat melaksanakan kegiatan protokoler dan administrasi perjalanan dinas ke luar negeri. lalu mulai dari situ pengguna fortunernya mengeluarkan kata"" yang tidak enak untuk didengar contohnya ngatain lah. terus pertama kita biasa biasa aja. tapi tiba"" mobil saya di breakcheck terus mau di serempet berberapa kali.  ya saya udah pasti kesal lah, mulai dari situ aku suruh orangnya berhenti pas lampu merah, tapi dianya malah makin nyolot terus lanjut mobil gw mau di serempet"" akhirnya mobilnya mulai minggir waktu mau masuk daerah puri.  banyak saksi motor juga suruh viralin fortunernya. saya juga ada semua video bukti fortunernya breakcheck dan lain"". saya disitu bukan bermaksud untuk membahaya kan pengendaraan lain, saya minta maaf jika ada netizen yang merasa tersinggung.  tetapi saya harap anda dapat mengerti dengan kronologi yang saya sampaikan. saya juga berharap kepada orang orang, jika tidak tau kronologinya tolong jangan asal ngomong "" tulisnya melaui kolom komentar dalam video yang di bagikan pengguna tiktok @/mianapurnama pada jumat (27/06/2025)",suara asli - info warga jakbar,info warga jakbar
https://www.tiktok.com/@kissbym/video/7523988067691089158,2025-07-06 15:16:29,112,15,Sunday,10.0,1018.0,114.0,0.0,0.0,kissbym,nana,"hot news formula one and motogp
@ napaytr (on ig)",False,i hope after this race tifosi will be okey.. #silverstonegp #britishgp #greatbritaingp #hotnews #hotnewsf1 #f1content #lewishamilton #overtaken #georgerussell #gr63 #lh44 #f1community #ferrari #mercedesamg #scuderiaferrari #tifosi #fypage,original sound,gracie
https://www.tiktok.com/@timothysays/video/7506064687260257542,2025-05-19 08:04:43,101,8,Monday,160.0,5200000.0,253000.0,1809.0,1987.0,timothysays,timothy says,"business & partnership dm 
@gabriel media",False,timothy  wakil gubernur #timothyronald #akademicrypto #kalimasada,suara asli - timothy says,timothy says
https://www.tiktok.com/@muffinv/video/7519955875755199749,2025-06-25 18:29:30,112,18,Wednesday,51.0,4911.0,497.0,2.0,34.0,muffinv,vy,vibin  @viviriantyv,False,spoiler alert! so fun!! #formula1 #f1 #charlesleclerc #olliebearman #lewishamilton,son original,unknown
https://www.tiktok.com/@anakmotorbaru/video/7520448618747251986,2025-06-27 02:21:41,120,2,Friday,9.0,242900.0,16700.0,204.0,1573.0,anakmotorbaru,rezadwp,yg kamu bilang tengil itu,False,"gue udah apal nih, join bisa kali",suara asli - adnan gufrona,adnan gufrona
